SampleID,GSM475656,GSM475657,GSM475658,GSM475659,GSM475660,GSM475661,GSM475662,GSM475663,GSM475664,GSM475665,GSM475666,GSM475667,GSM475668,GSM475669,GSM475670,GSM475671,GSM475672,GSM475673,GSM475674,GSM475675,GSM475676,GSM475677,GSM475678,GSM475679,GSM475680,GSM475681,GSM475682,GSM475683,GSM475684,GSM475685,GSM475686,GSM475687,GSM475688,GSM475689,GSM475690,GSM475691,GSM475692,GSM475693,GSM475694,GSM475695,GSM475696,GSM475697,GSM475698,GSM475699,GSM475700,GSM475701,GSM475702,GSM475703,GSM475704,GSM475705,GSM475706,GSM475707,GSM475708,GSM475709,GSM475710,GSM475711,GSM475712,GSM475713,GSM475714,GSM475715,GSM475716,GSM475717,GSM475718,GSM475719,GSM475720,GSM475721,GSM475722,GSM475723,GSM475724,GSM475725,GSM475726,GSM475727,GSM475728,GSM475729,GSM475730,GSM475731,GSM475732,GSM475733,GSM475734,GSM475735,GSM475736,GSM475737,GSM475738,GSM475739,GSM475740,GSM475741,GSM475742,GSM475743,GSM475744,GSM475745,GSM475746,GSM475747,GSM475748,GSM475749,GSM475750,GSM475751,GSM475752,GSM475753,GSM475754,GSM475755,GSM475756,GSM475757,GSM475758,GSM475759,GSM475760,GSM475761,GSM475762,GSM475763,GSM475764,GSM475765,GSM475766,GSM475767,GSM475768,GSM475769,GSM475770,GSM475771,GSM475772,GSM475773,GSM475774,GSM475775,GSM475776,GSM475777,GSM475778,GSM475779,GSM475780,GSM475781,GSM475782,GSM475783,GSM475784,GSM475785,GSM475786,GSM475787,GSM475788,GSM475789,GSM475790,GSM475791,GSM475792,GSM475793,GSM475794,GSM475795,GSM475796,GSM475797,GSM475798,GSM475799,GSM475800,GSM475801,GSM475802,GSM475803,GSM475804,GSM475805,GSM475806,GSM475807,GSM475808,GSM475809,GSM475810,GSM475811
AC011997.1 /// BC021693,0.037099454,0.024805071,-0.117425371,-0.157325887,-0.179914539,-0.151911672,-0.044824461,-0.105771279,0.873993202,-0.01598328,-0.004047554,-0.077408224,0.071191381,-0.109824589,-0.159691021,-0.093396582,0.056498415,-0.031268408,0.058575982,-0.082798918,-0.057098536,-0.101375912,0.046946743,-0.079290015,-0.133136944,-0.051136115,-0.143833139,-0.334392775,-0.06207885,0.207524398,-0.09102404,-0.110414278,0.006549357,0.648943702,-0.141121843,-0.180971942,0.235719818,0.20186641,0.120926896,0.066045634,0.198679685,0.114277209,-0.20030634,-0.021902669,-0.015183168,0.09823432,-0.37211462,-0.154691686,-0.118621633,0.006002194,0.072147764,-0.056896105,0.198983213,0.047133998,-0.187191834,-0.182720499,-0.199965299,-0.042974668,0.06066336,0.167750915,0.003992212,-0.006989462,-0.12097972,0.021853326,0.729966308,-0.156128745,0.04375276,-0.081112808,0.041631437,-0.173820885,0.158899866,-0.033379708,0.558528247,0.01485706,1.179256591,0.066377488,0.049985125,0.005700725,-0.234691397,0.103104999,-0.076168735,0.018789013,0.118504029,-0.035485239,0.056911457,0.652902463,-0.218130625,-0.073018001,0.049111516,-0.138943634,0.180674136,0.324923872,0.055155619,-0.167572093,0.149510168,0.09269054,-0.0130653,0.092777811,0.040009228,-0.156979552,-0.049137376,-0.132668569,0.005803718,0.10295253,-0.064496826,0.35957378,-0.12990327,0.159318786,0.003249002,-0.035025553,-0.042490517,-0.06013527,-0.152390725,-0.260395299,-0.250153927,-0.125299757,-0.090204638,-0.152834822,-0.125211171,-0.143974187,-0.106306691,0.244500192,0.087732679,-0.140801556,-0.03382482,0.020347009,-0.009545757,-0.04866632,-0.072658502,-0.071279078,0.040036658,0.200627183,-0.051119948,-0.155418308,-0.145000991,-0.158680155,0.181821888,0.14451551,-0.143833139,-0.040076445,-0.107373454,-0.124401227,-0.176875334,-0.225278459,0.153974503,-0.055505482,-0.058193717,0.059107539,0.168201239,-0.015726664,0.120608048,-0.037666021,-0.101841499,-0.103075587,0.069958203,-0.106002134
AC012065.7,-0.24847259,0.722435621,0.121094004,0.321538273,0.015299695,-0.093893153,-0.394115667,-0.162694743,-0.240934954,0.313350928,-0.17196435,0.109241147,0.768401749,-0.164350967,-0.28704519,-0.335865766,-0.326286281,-0.073211616,-0.36779009,0.259656766,-0.225151552,0.099250005,0.149256584,0.047012532,-0.452480838,-0.099071117,0.173754579,-0.306170697,0.120649773,0.144164962,0.089846983,-0.065294173,0.886516333,0.074437182,-0.03103391,-0.389365033,0.553622406,-0.280039293,-0.24838591,0.171020692,-0.104234505,0.00459337,-0.272950869,-0.015301562,0.027370631,-0.325009853,-0.25269559,-0.504851699,0.080703029,0.118543088,0.298810485,0.326842979,-0.19782892,-0.241126714,-0.357146463,0.169402019,0.183426008,-0.393613459,0.086421555,-0.207384932,-0.030305077,-0.121618334,-0.150450654,0.017322543,0.04746956,0.767672274,0.093380077,-0.320601596,-0.189513515,0.065637849,0.245928739,-0.270906453,-0.308011133,-0.140968511,-0.145065064,0.069603521,0.178694781,-0.336885719,0.313657804,0.249722213,-0.315525141,-0.614160769,-0.131325281,-0.378703679,0.203344657,0.852780071,0.248735978,0.186858039,-0.317682598,0.308788137,0.14256826,-0.327727422,-0.210232535,0.178891278,-0.23488222,-0.291008511,-0.119232785,0.094342453,0.18081756,-0.183136407,-0.227041105,0.425306477,-0.192111088,0.218222793,-0.392231505,-0.05536008,-0.60057618,-0.599752116,0.116293002,-0.352092577,-0.297294956,-0.14638344,-0.314846806,0.008968467,0.372579444,0.113935934,-0.267988022,-0.344600804,-0.076735209,0.390309738,3.868823995,-0.169926855,-0.418290818,-0.255438779,-0.023427849,-0.054335726,-0.441035805,0.086451857,-0.496755046,2.946276929,-0.252202661,-0.28059541,-0.178749203,-0.466980689,0.215840499,-0.24082952,0.777687703,0.318374321,-0.255070064,0.19358019,-0.305759515,-0.102943955,0.008803976,-0.069877279,0.130201407,0.007361526,0.435092522,-0.012387616,0.41912306,-0.088579295,-0.211449019,-0.056814069,0.016221187,0.114044795,-0.336885719,-0.209015082
AC012360.6,0.089659404,0.227877612,-0.176440149,0.022982911,-0.081988258,-0.050665377,0.097844154,-0.211483124,-0.226274602,-0.083875891,0.140932681,-0.102950906,-0.008834576,-0.217739239,0.256818567,-0.046739833,-0.024094994,-0.044530666,-0.101361408,-0.012310623,0.162659747,-0.099335332,0.219979936,-0.033051621,-0.290629806,-0.249920768,-0.078405027,-0.231727239,-0.080220147,-0.103666725,-0.082004515,-0.289347178,0.507492254,0.623068377,-0.216480203,0.080631724,-0.011370541,-0.121932925,-0.178140389,-0.176153798,-0.191563139,0.164226603,0.089457329,-0.384450998,-0.261301697,0.073745586,-0.026854532,0.076967153,0.055330963,0.045537581,-0.015252836,-0.004229813,0.125047635,0.149916129,-0.008834576,-0.302030354,-0.032909439,-0.089213415,-0.074942997,-0.107077995,0.10772625,0.323136777,-0.165625947,0.144781147,0.961403539,-0.097010558,-0.148360437,-0.138106346,0.264840047,-0.055467991,0.020548956,-0.202452413,0.196362629,-0.220350507,-0.055318435,0.069944289,-0.260708166,0.175207541,-0.201671062,0.264394856,0.125668524,-0.343069468,-0.149115495,-0.144536025,-0.012310623,-0.246952516,-0.090364651,-0.012310623,0.031378551,-0.050603546,-0.00789688,0.024264364,-0.16901887,-0.082607839,-0.065939307,-0.08709998,0.096467051,-0.127378623,0.157821159,-0.016823997,-0.256041159,0.066691255,0.386703105,0.069033663,0.108482625,0.076927581,0.355617658,0.036550737,-0.266241075,-0.063616687,0.000266,-0.232906353,-0.047128682,-0.014548155,-0.054953363,-0.090570241,0.03321212,-0.109513131,0.202997436,-0.290424236,-0.259456747,-0.12649707,0.062354454,0.110256057,-0.029318874,0.352380655,-0.250765837,-0.295168126,-0.174160715,0.146641232,-0.307586226,-0.197039813,0.049032208,0.145926658,0.003530734,0.473454658,0.366599695,-0.070372224,-0.129078736,-0.291679168,0.048441874,-0.033662324,-0.12834844,0.059605826,0.164792302,0.330713738,0.522531137,0.51817097,-0.088787635,0.509017473,0.066084087,0.071866104,0.553781561,0.025561836,0.141295013,0.154111778
AC012499.1,-0.06750638,-0.052961439,-0.122432811,-0.065089004,0.121044545,8.73e-05,0.023912325,0.112769212,-0.024865085,0.501734342,0.098759762,0.134666048,0.374759317,0.082622801,-0.035380618,0.018661381,0.054423089,-0.012934447,-0.069667653,-0.046457774,-0.04911876,0.143744693,-0.047718322,0.015960259,-0.149360801,-0.050531812,-0.013532329,0.13235551,-0.130543044,0.099491263,-0.055667173,-0.290922252,0.061739703,-0.038654237,-0.055365766,-0.030297513,0.108331881,-0.103541449,-0.067633216,-0.088788924,0.09378669,0.084975979,0.010176158,-0.002814932,-0.175913877,-0.046828546,-0.172023009,0.032169337,0.070018347,-0.044711242,-0.078234894,0.091883541,0.073718334,-0.077671478,0.074038564,-0.089435037,-0.071180111,-0.108031939,-0.208967476,0.199825647,-0.062265397,0.058387082,-0.014931949,0.020869094,0.278397889,-0.233042406,0.018487888,-0.023954808,0.27271741,0.122108147,-0.101476202,0.009998664,0.011872591,-0.221845056,-0.036826207,-0.114823508,-0.060790001,0.051844192,0.14725516,0.304109215,-0.050518812,-0.042366459,-0.055071234,0.152951601,0.042541743,-0.152736407,-0.201300483,-0.060368932,-0.102153563,-0.218888499,0.056476443,0.069337459,-0.20939351,-0.184705395,0.071905088,0.101228794,0.045747489,-0.130965408,-0.043271635,0.184195114,0.089969605,-0.032447213,0.29241495,0.01826387,0.044617878,0.249500942,0.097962421,-0.067633216,-0.1360871,-0.055255772,0.008672727,-0.302825863,0.089552353,-0.010433856,0.115935017,-0.028447931,0.008567687,0.084502859,0.259849894,0.02741836,0.083920167,-0.10099205,-0.004138987,-0.105356485,-0.114997994,-0.163334012,-0.051756115,0.011501086,-0.030851147,0.030432962,-0.108522701,0.111375448,0.049041749,-0.002814932,-0.045139558,-0.102230789,-0.110921355,-0.02437548,-0.181005924,-0.055649647,-0.010165148,-0.178237375,0.028762818,-0.047083071,-0.087811734,0.240040638,0.383102344,0.009871019,0.13696812,-0.154831354,0.143285202,-0.009758973,-0.089777543,-0.244971534,0.14104145,0.058471285
AC012531.25,0.324816581,-0.005087838,-0.459217385,-0.163147815,0.276424672,0.040679471,-0.285783821,-0.033952132,0.178363032,-0.064631429,0.702701142,-0.080393118,0.010623575,-0.146078145,0.268026046,-0.28301806,-0.358195031,-0.161109877,-0.037542569,0.063471539,0.227457172,0.142733968,0.138497204,-0.210785616,-0.23962376,0.024830136,-0.273936311,-0.193160067,0.095851817,0.076829945,-0.303327343,-0.176632043,0.063298338,0.14626956,-0.10400811,-0.037303965,-0.196689256,-0.172296603,-0.365479861,-0.209920237,0.311019162,-0.233075221,-0.42007105,-0.446724832,-0.253144788,0.054520022,-0.259899626,-0.273328472,0.179174154,0.249877393,-0.452377681,-0.226074038,-0.100563107,0.157202839,0.061602201,-0.210289506,-0.183182764,-0.042218501,-0.123302634,0.247787842,0.602435288,-0.081512021,-0.09775706,0.231277347,0.582374992,0.009525216,-0.106316636,-0.272581286,-0.143269851,0.274420832,-0.140953503,0.06122671,0.893287164,-0.159784932,-0.046490447,0.327090764,-0.239544641,0.213578069,0.154767052,-0.037303965,-0.153786343,-0.157307844,0.187903655,-0.046555066,-0.005285483,-0.110026442,-0.430198008,0.305840849,-0.124984421,0.034949885,-0.218735267,0.103913547,-0.196418126,-0.195894295,0.095728428,0.072861281,-0.204189655,0.20013608,0.127334199,0.191988608,0.096082252,-0.120873344,0.243170541,0.64580204,-0.33304404,-0.023418171,-0.20765778,-0.250958954,-0.296036316,-0.300749145,0.025152278,-0.150811433,0.042958799,0.04010298,0.805229759,-0.249220117,0.369439471,0.358226422,0.376510097,-0.175315938,-0.181247116,0.079448384,0.660526614,-0.073462323,-0.00531591,0.171825515,-0.07053921,-0.086945267,0.479290176,-0.037303965,0.152800736,0.159841627,0.100609782,0.041241223,-0.084991679,0.008429646,0.167493748,0.19587329,-0.122840052,-0.006096821,-0.035037211,-0.050004184,-0.106627427,-0.033492013,-0.031342112,-0.02569376,0.247314477,0.12843446,-0.087736406,0.086365307,-0.055125522,0.23387218,-0.142349683,-0.293633976,0.035736137,-0.036601366
AC013463.2,-0.01502776,-0.05238961,-0.196956069,-0.234940099,-0.222267841,0.310555138,-0.775572048,-0.07055808,0.413323944,0.044213945,-0.02027837,-0.08192119,-0.285475484,-0.099585586,0.086821514,0.116242486,-0.244927906,-0.038944187,0.170111384,0.381643072,-0.00625557,-0.020690967,0.210387682,-0.259899614,-0.08886088,-0.19948028,0.327102604,-0.075160202,-0.2377135,0.036037546,-0.124605185,-0.234272029,-0.361533011,0.297171899,-0.084016783,-0.281074041,-0.217923084,0.307727086,0.32371924,-0.072004017,-0.121758911,-0.247129815,-0.115881092,-0.242462879,-0.293222732,-0.104703527,-0.024433552,-0.156617669,0.05715978,-0.134217419,-0.206439227,-0.021334215,-0.034617632,-0.257104808,0.434496228,0.180243512,-0.011375899,-0.170200537,-0.033341938,-0.058857019,0.357156086,0.497005799,-0.16873972,0.213340823,0.405956441,-0.149576465,-0.308741458,0.034779694,1.489865203,0.18837021,-0.239246699,-0.163804931,-0.103917722,-0.02027837,-0.033341938,0.677780658,-0.029640224,0.707167094,-0.171898429,0.114760555,-0.172408547,-0.183552672,0.321005454,-0.357329701,-0.248478641,0.029810909,0.199439619,-0.273648253,-0.154558576,-0.046682355,-0.112164465,0.130254278,0.342020565,-0.220923485,0.186479244,-0.034865172,0.296113096,0.25092951,-0.278659408,-0.331240269,0.661225416,0.161215806,0.42486964,0.170244357,-0.155190346,-0.063496268,0.044070934,0.723039073,-0.120850419,-0.141278708,-0.144188367,-0.241485516,-0.184612732,1.083434449,0.161833994,0.127125148,-0.079405043,-0.113605351,0.06503814,0.033204721,0.011403434,0.34043235,0.010303615,-0.290473565,-0.363533185,0.243212778,-0.196939337,-0.284603705,-0.169068435,-0.369864401,-0.220718949,-0.507250862,-0.150375521,-0.295650965,0.315938177,0.167911508,-0.330829422,0.169603706,-0.086199438,0.077016109,-0.15761232,-0.091981391,-0.132378763,-0.108391492,-0.060038973,0.223317986,0.16662866,-0.348563756,-0.55053903,1.100932039,0.312809005,0.101805628,-0.033972755,-0.000433,-0.076950173,0.122956911
AC013733.4,0.083661506,-0.011774936,-0.004695774,0.013821282,-0.035939958,0.031865908,-0.000850308,-0.114426066,-0.05783445,0.108378192,0.141248227,-0.120589776,0.044678823,0.177383436,-0.033602479,0.084323184,-0.006657357,-0.018483471,-0.034385987,0.006110179,0.087649473,-0.184552442,-0.030291952,-0.017355338,-0.071110923,-0.029076244,-0.057368013,-0.063266228,0.001726835,0.13047561,0.039298522,-0.084824452,0.170554877,-0.081981341,-0.036595481,0.020284181,-0.037608694,-0.005621035,-0.056204012,-0.001158692,0.000793202,0.155661662,-0.20637566,-0.08813947,0.031460778,0.00851019,-0.129901768,0.020422404,0.098092776,0.133520303,0.04540867,-0.046383757,-0.01365317,-0.058648848,0.010080529,0.062662797,0.055099576,-0.047869624,-0.156859878,0.025862274,-0.130846107,0.327015041,-0.091403943,-0.054191722,0.103314047,-0.069791628,0.058526772,-0.058398267,0.13439647,0.193575365,0.025985412,0.056507891,0.016524156,-0.096813303,-0.041935986,-0.227652681,0.076010085,0.013873148,-0.016082225,-0.030372171,-0.10626642,-0.028365735,-0.02115414,-0.139537291,0.026460253,0.050917102,-0.014649722,0.075655224,0.039098424,-0.007510841,0.092125698,0.212727184,0.085842019,-0.035315767,0.062247429,-0.10345655,-0.018685389,-0.187634256,0.026145006,0.065219427,-0.04409651,0.153581353,-0.042783792,0.085792713,-0.011702404,-0.16938271,0.149162092,0.056167786,-0.011964862,-0.064823174,-0.03695002,-0.134443698,-0.19391797,-0.034870779,-0.010903738,-0.104412864,-0.038308143,0.077282247,-0.007080896,-0.149309451,-0.042601041,0.01187564,0.057287745,0.01739528,-0.088407688,0.149755985,0.037306802,-0.089818089,0.031430262,-0.019314547,-0.063173479,-0.052367387,0.027909893,-0.246175969,0.025386029,0.08708174,0.143934733,0.100526676,-0.031414797,-0.036998167,0.020757765,-0.017178054,0.151563229,0.005673872,-0.105594746,-0.04228777,0.144481758,0.117282946,0.053245997,-0.051009439,0.016561416,0.123496696,-0.122756583,-0.051331147,0.069902721,-0.053033159
AC016831.7,-0.175474798,-0.119789004,0.126596052,-0.092846199,-0.06878072,0.193242383,-0.029237967,-0.226053517,-0.298146032,0.150092071,-0.171230276,-0.251389012,0.189037038,0.309821603,-0.14278661,0.208824286,-0.000677,-0.184256972,-0.190101284,0.01623976,0.164753555,-0.2535372,-0.08434884,0.627690156,-0.0639677,-0.106316789,-0.351238656,-0.123874461,0.122890242,0.043718883,-0.318369274,-0.250631523,0.309874636,0.275314143,-0.155795115,0.086735006,-0.10952624,-0.188374609,-0.336028942,-0.179348604,0.051236518,0.10213304,0.184255672,-0.364676833,-0.224212032,-0.010539757,-0.503160161,0.755532947,0.404640897,-0.215234133,0.069502665,-0.0506075,0.097799455,-0.041635358,0.046201903,0.063125449,-0.077691224,-0.165200746,0.105557485,0.023780363,0.068213788,0.016135536,-0.150009808,0.166617385,0.498131209,-0.129152662,-0.132744454,-0.309302699,-0.111148057,0.188929683,-0.177651616,-0.011030386,0.016986858,0.075776094,-0.435114911,0.175385027,-0.132352354,0.367923032,-0.25170552,-0.000677,-0.320312017,0.081737702,-0.281137333,0.156266359,0.389336959,-0.239483606,-0.225802867,0.024954453,-0.187014196,-0.117632168,-0.023985373,-0.232818354,-0.206374871,-0.327679032,-0.259817307,0.170440226,-0.404176796,0.310290516,-0.076079075,-0.176442994,0.077882065,0.069494112,0.266650948,0.319251129,-0.297910869,-0.192137891,-0.048776384,0.109502758,-0.089492918,-0.224780431,0.042788884,0.295305064,0.307882895,0.040960922,0.182938992,0.17078129,0.002221716,0.372507727,0.258164027,-0.189383037,-0.000677,-0.095256212,0.431218491,0.395749336,0.032557795,-0.35890088,-0.5236218,-0.326065829,0.508295933,0.399344358,0.039060522,0.064301373,-0.252811533,-0.278043368,0.267004081,-0.007144148,-0.248341989,0.465540703,0.05590013,-0.057153637,0.241257296,0.471659459,-0.071640338,0.484948032,-0.065747248,0.055855324,0.299644255,0.252582268,0.181838612,0.178229958,-0.239012874,-0.270137038,-0.185646651,0.171114086,-0.055024108,-0.129869138
AC016999.2,0.017615342,-0.089147178,-0.380272845,-0.410790531,-0.157756332,0.095720236,-0.133210121,-0.137026541,0.182541753,0.501406313,0.347580347,-0.26561305,-0.110620533,-0.334758608,-0.109818529,-0.154620849,0.071221104,-0.206725376,-0.201784039,-0.125634117,0.205333903,0.036876217,-0.193420707,0.11070353,-0.082388463,-0.07953273,-0.084985907,-0.062373926,-0.281303855,0.016649729,-0.055460301,-0.019603038,0.298733603,0.452124976,-0.024641624,0.15602319,-0.148829011,0.08363278,0.305132682,-0.297300083,0.948988599,0.084934268,-0.023425736,-0.185102389,-0.194104872,0.011714803,-0.078721042,0.115349325,0.199099419,-0.444441653,-0.266401957,0.161837225,0.379606452,-0.225527454,0.149429642,-0.055228551,-0.072009467,0.051400316,-0.235445349,0.475741763,-0.042404944,-0.022472131,0.284992218,0.131592542,0.693288321,-0.0367855,-0.060944077,-0.429657642,-0.094859241,0.186806899,-0.120500123,-0.105020432,0.79535754,-0.07481134,-0.221318861,0.335349852,-0.09284578,0.575887859,-0.251128659,0.539756814,-0.350046277,-0.361202624,0.022063108,-0.064428096,-0.108870456,-0.189875615,-0.44405089,-0.219414677,0.105715178,-0.210790534,-0.109506954,0.126675505,-0.138602523,-0.261493143,-0.001283509,0.126719484,0.016090798,0.457281802,-0.021080698,0.074114159,0.347341569,-0.223336882,0.158258025,0.042861071,-0.016949056,0.276094416,-0.055754355,0.080449408,-0.161558396,0.077788989,0.197032122,-0.440008738,0.238946251,0.162641165,0.192331724,0.281738419,0.113631587,-0.002741166,0.059150817,-0.278854951,-0.074349298,0.201715402,-0.025807484,0.15080309,-0.172691584,0.383966395,-0.255817274,0.078918495,0.096415909,-0.177294331,-0.070465075,0.298549724,-0.330861822,0.210259963,-0.122873093,-0.015191701,0.061394528,0.088606997,0.069135832,0.337549795,0.173741927,0.18428487,-0.284541605,-0.186130513,-0.221392627,-0.51037147,0.124098436,0.064590677,-0.572414176,-0.151265148,0.06243477,0.337664143,-0.153288885,-0.035188899,-0.312070213,-0.129959038
AC017002.2,0.053280079,-0.057889904,-0.02710533,-0.335762802,-0.028327926,-0.299114696,-0.398935238,-0.439742683,-0.147715635,-0.506538016,0.221705595,-0.376534648,0.039631767,0.441708745,-0.029508788,0.422696216,-0.033311994,-0.163727517,0.110842687,0.110248168,0.576439915,-0.360189151,0.00418643,0.853728047,-0.277389386,0.039864063,-0.445024824,-0.27020397,-0.246347539,-0.22897936,-0.146801625,-0.401033013,0.177651623,0.34296483,0.023086371,0.306388488,-0.343152931,0.528918369,0.307878155,0.238097554,0.358326082,-0.107321435,-0.389727605,-0.695545617,-0.126539689,0.182558648,-0.397535439,-0.053333936,2.412166105,-0.201274387,-0.01278904,0.263001718,0.064400464,0.104691299,0.119830336,-0.478913658,-0.078490878,0.054036335,-0.283311856,0.12505229,0.074854771,-0.445187899,-0.309170868,-0.040458388,-0.511242814,-0.203683064,-0.288253962,-0.445855651,-0.006632342,0.240765643,-0.365061424,0.065104817,0.37577357,-0.117526751,-0.000553,-0.024126491,0.115581254,-0.160603111,-0.371282851,0.599672634,-0.237573307,-0.065995066,-0.31603069,-0.486312346,-0.113264297,-0.27261395,-0.483567355,-0.672508457,-0.365112122,-0.414449753,-0.220274051,0.734580016,0.355760017,-0.795008234,0.389633894,-0.610439434,-0.185353281,-0.038782021,0.109430629,-0.547661782,-0.054819944,-0.171894457,0.200886401,0.259560122,-0.319398299,0.468317296,0.462877038,0.033301346,0.231416181,0.21603518,0.532707498,0.336232175,-0.12066543,-0.309894452,-0.077876565,0.604155898,-0.217209734,-0.28412479,-0.178615698,-0.36134745,-0.611063915,-0.410540512,-0.248929988,-0.398996507,-0.370664993,0.248859892,-0.091711044,-0.539607255,0.172174553,-0.548981746,2.335458799,0.497221022,-0.399480736,0.229075892,1.263198416,2.239455608,0.319173425,0.624487702,-0.104466144,0.156325342,0.005169267,0.183366495,0.031747272,0.861293729,0.560420352,0.176041228,-0.452395409,0.146356215,0.195867557,-0.015404146,0.265379078,-0.164622075,0.173567859,0.023906243,-0.309509233,-0.555468326
AC017104.6,0.109587589,-0.074979781,-0.32704857,-0.044837918,0.145597121,-0.099523187,-0.24934867,-0.341047948,-0.014072902,0.025505636,0.757531433,-0.375991699,0.08510148,-0.265178884,-0.3728163,-0.148746226,-0.428187069,-0.246623721,-0.064711413,0.081977117,0.124110477,-0.179284813,-0.035889956,-0.179716136,0.019551269,0.000303,-0.197329167,-0.06510821,-0.108216375,0.002452605,0.111848165,-0.44621503,0.331967424,-0.160444362,0.082030308,-0.122617164,-0.258474687,-0.389953395,-0.180690048,-0.258250335,0.082806566,-0.063236089,-0.374616781,-0.441105375,-0.262915045,0.341575491,-0.089169801,-0.05252928,0.032296906,0.065064324,0.332185534,0.168130455,0.264750377,0.048998144,0.061308145,0.028471939,0.141979133,-0.326018742,0.008693957,0.148967934,-0.249592962,-0.024050211,-0.013444746,0.404458704,-0.103035932,0.067144062,-0.097551428,-0.217933977,0.041795684,0.561914867,0.09171651,-0.0032371,-0.114108794,0.060491606,-0.241170595,0.049471508,-0.009928043,-0.001700395,0.032292543,-0.16147202,-0.131395404,-0.25571327,0.131487605,-0.15983725,0.169971783,-0.267213247,-0.115492487,0.335939649,-0.274144443,0.203752961,-0.005170341,0.051734136,-0.197439191,-0.185210637,-0.044947525,-0.160769488,0.120847237,-0.446504463,0.118492851,-0.060128588,-0.036582937,-0.019111208,0.404796395,0.310660125,0.037143653,-0.330876161,0.022467491,-0.141849339,0.041191147,0.007975088,0.16728375,-0.217747389,-0.000692,0.261760986,0.674380067,0.415398366,0.145225055,0.105463994,0.221602054,0.062463768,0.099596841,0.256644897,0.204948396,0.095532952,0.152626166,0.374480572,0.036876835,0.19639825,0.102223037,-0.019406915,0.194996045,-0.121156674,-0.171087237,0.123689668,0.007476609,0.087652137,-0.133024915,0.063587979,-0.20881025,0.107114514,0.336543253,0.060579631,-0.089638977,0.121411786,-0.077203281,0.114623768,0.275409415,0.109045098,-0.051061662,0.075389896,-0.093014812,0.07734769,-0.230470564,-0.153105269,-0.013444746,-0.324786276
AC018462.2 /// BC071802,0.538238271,0.355841933,-0.056225442,-0.204560797,-0.003679793,0.155327173,-0.216572702,-0.177776573,0.159406021,-0.371346112,-0.194697092,-0.104286458,-0.086791364,-0.063126638,0.134411256,-0.26885377,-0.344417674,0.279219597,-0.023360512,-0.000572,-0.054729817,-0.255497875,-0.05157397,0.340026845,-0.110617156,-0.032787143,-0.136662793,-0.111263941,-0.244815619,-0.103823338,-0.299941152,-0.084163488,0.409164584,0.348151663,-0.133130904,-0.073617615,0.182550241,-0.053739803,-0.086791364,-0.192464407,-0.388589466,-0.001369438,0.124527133,-0.037048293,-0.132890216,0.11316047,-0.05465014,-0.098652859,0.270162483,-0.131195294,-0.018845207,-0.072130603,-0.336754419,0.127663557,0.346774364,0.428100237,-0.095224706,-0.143834755,-0.14824812,-0.460828692,0.070220289,0.031444332,0.035239173,0.957786162,-0.058320037,-0.051143196,-0.243192946,0.093739093,0.703906241,0.01511054,0.297659896,0.125644104,0.143280094,0.278618694,0.372428502,0.205420362,-0.029843758,0.44399923,-0.047990488,0.036322626,-0.251718325,0.065407976,-0.112569894,-0.304297339,0.144556064,-0.219137068,-0.213627967,-0.277479779,0.222749135,-0.043992935,-0.180354849,-0.04019662,-0.032638066,0.001178426,-0.024445417,-0.054883857,0.161002624,-0.073142658,0.220605071,-0.285475863,-0.017711797,0.391224759,0.406004455,0.189825013,-0.287984719,-0.115435923,-0.016145065,-0.25477016,-0.05177244,-0.128340497,-0.171994687,0.085420253,-0.006147531,-0.146104452,0.200480509,-0.183312542,-0.22652972,-0.097046598,0.066800431,-0.072510663,0.105756115,0.244561741,0.127084382,-0.26255822,0.049525499,0.138283704,0.113696415,-0.232319121,-0.298463875,0.24934821,0.024324557,0.099865837,0.517824945,-0.314582624,0.362124713,-0.180266136,0.155537525,-0.094788282,-0.303574531,-0.252144075,-0.360721774,-0.085178375,0.221380501,0.013278865,0.129621604,0.082349982,-0.03028594,0.015922138,0.443474363,0.138283704,0.04157866,-0.21406138,0.092217762,0.055258047,-0.106701754,-0.001481167
