SampleID,GSM475656,GSM475657,GSM475658,GSM475659,GSM475660,GSM475661,GSM475662,GSM475663,GSM475664,GSM475665,GSM475666,GSM475667,GSM475668,GSM475669,GSM475670,GSM475671,GSM475672,GSM475673,GSM475674,GSM475675,GSM475676,GSM475677,GSM475678,GSM475679,GSM475680,GSM475681,GSM475682,GSM475683,GSM475684,GSM475685,GSM475686,GSM475687,GSM475688,GSM475689,GSM475690,GSM475691,GSM475692,GSM475693,GSM475694,GSM475695,GSM475696,GSM475697,GSM475698,GSM475699,GSM475700,GSM475701,GSM475702,GSM475703,GSM475704,GSM475705,GSM475706,GSM475707,GSM475708,GSM475709,GSM475710,GSM475711,GSM475712,GSM475713,GSM475714,GSM475715,GSM475716,GSM475717,GSM475718,GSM475719,GSM475720,GSM475721,GSM475722,GSM475723,GSM475724,GSM475725,GSM475726,GSM475727,GSM475728,GSM475729,GSM475730,GSM475731,GSM475732,GSM475733,GSM475734,GSM475735,GSM475736,GSM475737,GSM475738,GSM475739,GSM475740,GSM475741,GSM475742,GSM475743,GSM475744,GSM475745,GSM475746,GSM475747,GSM475748,GSM475749,GSM475750,GSM475751,GSM475752,GSM475753,GSM475754,GSM475755,GSM475756,GSM475757,GSM475758,GSM475759,GSM475760,GSM475761,GSM475762,GSM475763,GSM475764,GSM475765,GSM475766,GSM475767,GSM475768,GSM475769,GSM475770,GSM475771,GSM475772,GSM475773,GSM475774,GSM475775,GSM475776,GSM475777,GSM475778,GSM475779,GSM475780,GSM475781,GSM475782,GSM475783,GSM475784,GSM475785,GSM475786,GSM475787,GSM475788,GSM475789,GSM475790,GSM475791,GSM475792,GSM475793,GSM475794,GSM475795,GSM475796,GSM475797,GSM475798,GSM475799,GSM475800,GSM475801,GSM475802,GSM475803,GSM475804,GSM475805,GSM475806,GSM475807,GSM475808,GSM475809,GSM475810,GSM475811
ACRV1,0.193615546,0.007958492,-0.298446193,-0.182846303,0.032152653,0.013895416,-0.19760129,-0.189629912,0.059885922,-0.039307788,0.273421301,-0.05528428,-0.062836805,0.025224463,0.093080695,-0.226419312,-0.068086844,-0.092035691,-0.151535433,-0.140470442,0.163965446,-0.124529621,0.034932949,-0.055819098,-0.102531184,-0.081200536,-0.08412617,-0.133990768,0.008024698,0.069761294,-0.17422548,-0.081041087,0.129579425,0.249255571,-0.180260674,-0.008448215,0.205536037,-0.110188599,-0.022262881,-0.188848142,0.121002907,-0.030630352,-0.241536066,-0.282562965,-0.226577713,-0.002137686,-0.242206823,-0.101462198,0.115813297,0.131565708,0.207270185,0.0598613,0.08218697,-0.014060418,0.140026944,-0.191273209,-0.057056041,-0.043691637,-0.148247164,0.180130799,0.163411692,-0.010964055,-0.130541699,0.135507851,0.023573234,-0.07168337,0.00580498,-0.103853394,0.072793903,0.185769047,0.181887563,0.079652173,0.101456731,-0.029172804,-0.18659938,0.075603091,0.1491562,-0.012540181,-0.070753525,0.29610453,-0.082381799,-0.10553003,-0.148773489,-0.179732372,0.01820959,0.012335649,-0.171487498,0.101778368,0.135866276,0.055694045,0.125787349,0.152667227,-0.20910859,-0.207630301,-0.057810965,-0.121961168,-0.043779411,-0.061308931,-0.029874045,-0.071636652,-0.048089235,0.259891503,0.314402339,0.105399506,-0.282196764,-0.085828324,-0.054042118,-0.056186488,-0.088254972,-0.02340251,-0.053429725,-0.107693612,0.012926694,0.009933515,0.122577558,-0.129022887,0.113888294,0.039332812,0.369359113,-0.190123771,-0.133242299,-0.100106378,0.093190843,-0.027139109,0.033532995,0.006916718,0.094580038,-0.197222289,-0.07151555,-0.080069975,-0.065059062,0.10414297,-0.011247551,-0.161931714,0.166975705,0.124739322,0.345158284,0.156288203,-0.068838628,0.028365388,-0.048649584,0.01826032,-0.089409386,-0.057762971,-0.005590929,0.1264765,0.441215514,0.334461916,0.063685634,0.224602954,-0.046265254,0.247355509,0.133348799,-0.143981599,0.088540832,-0.116113716
ACSBG1,-0.081586473,0.667636197,-0.434535696,-0.097449775,0.319376374,0.116268894,0.053386324,0.080790391,-0.007632549,-0.163458791,0.016762605,1.388152733,-0.133272121,-0.280888467,-0.165794617,-0.03134669,0.075411606,0.166135492,-0.118692017,-0.030630689,-0.091996743,0.276424706,0.111702166,-0.120790542,-0.06217993,-0.152146391,0.134278715,-0.101415875,-0.042088799,-0.004474171,-0.097209149,0.117812599,0.35430079,-0.120986437,-0.089122576,-0.021964402,-0.157474607,0.034847547,-0.036542559,0.216199364,-0.068674458,-0.137771861,-0.15812984,-0.276831164,-0.209625936,-0.039353309,0.26193715,0.127945738,0.09302952,0.137697096,-0.04028216,-0.048234055,0.029483158,-0.237514705,-0.136595447,-0.030005177,-0.160934648,0.08075185,-0.186514257,-0.093083827,0.323828513,-0.063123914,0.713772807,-0.140890666,0.020429936,0.051112773,0.047463507,-0.074563433,-0.118846018,-0.032756874,0.021657385,0.169935454,0.0531315,-0.142478776,-0.313265078,-0.123731137,0.087198311,-0.133656781,-0.044976488,-0.085994455,0.146751722,-0.108979687,-0.334879946,-0.108690384,-0.171379195,-0.218403674,-0.177904121,0.213273962,-0.083086099,0.035373037,0.042711345,0.134340298,-0.307421074,0.25772155,0.138346207,-0.34714979,-0.019514066,-0.346164596,-0.002363405,-0.075095727,-0.053372222,-0.087217413,-0.05910159,-0.080883897,0.090626893,-0.173881815,-0.102775048,0.071936327,-0.07273943,-0.068680898,-0.184359656,-0.022574695,-0.110279482,-0.101769706,0.058397589,0.044962231,-0.16189558,-0.103634623,-0.112696033,0.604309488,-0.141913025,0.047092484,0.084137962,-0.049222804,-0.095050676,0.300184676,0.135371464,0.124475738,0.117757728,0.254940494,0.037237197,-0.134038383,0.203226452,0.104988901,-0.1791125,-0.102351704,-0.173357687,0.09267702,0.191931111,0.199700965,-0.154599665,0.130512701,0.276127093,0.105607842,0.005721696,-0.087615354,0.137533516,-0.102246136,0.048855482,-0.174674611,0.105526361,-0.024700036,0.031387534,0.004024847,0.020487187,0.093775694
ACSBG2,-0.132248079,-0.335320149,-0.049155475,-0.051648957,0.429937674,-0.310632841,-0.022222723,-0.173665673,-0.085851597,0.247630568,0.183730033,-0.001590403,0.141147784,0.083102541,0.14608064,-0.039673645,-0.161382974,-0.115472029,-0.280169421,-0.226898138,0.288776441,-0.385408744,0.07540165,-0.187361378,-0.096207783,0.075663654,0.254482783,0.01700158,-0.101956577,-0.477308107,-0.399263047,-0.153055833,-0.230643483,-0.390224299,-0.043156641,0.081093008,0.321694018,-0.238838564,0.011761456,-0.080338423,-0.010099687,-0.523387949,-0.002093134,-0.078926887,-0.114477509,0.08966679,0.006830204,-0.07705569,-0.108501759,-0.03844444,-0.337968063,0.072926531,0.39871329,0.11762412,-0.019802896,-0.238845461,-0.030869812,0.046911794,-0.068921842,0.205777393,-0.218904725,0.496031073,-0.10287813,0.507828026,-0.04758884,-0.197446973,-0.101555166,-0.082142911,-0.248671217,0.475808456,-0.15518426,0.244553766,0.316494822,0.132161877,-0.220347463,0.252009286,-0.040185112,0.448832387,-0.070352858,0.277424903,0.037465732,-0.012269317,-0.024447743,0.178046247,-0.111573088,0.05748123,0.053313196,-0.18937783,-0.226282366,-0.104758372,-0.227543022,-0.084014527,-0.25548901,-0.094527444,0.507828026,0.076968937,-0.025977416,0.150934239,-0.147631025,-0.10351975,-0.091008556,-0.012269317,0.369534734,-0.03560311,-0.315514516,-0.179657583,-0.012269317,0.367717278,-0.032292273,-0.002093134,-0.108014653,0.042285199,-0.160029998,0.024655292,0.223789671,-0.083205951,-0.006093216,0.205132028,0.095428952,0.215355067,0.161603039,0.16199234,0.15048123,0.125858745,0.036768419,0.202302159,-0.259522464,-0.026433273,0.006876856,-0.034350371,-0.06278608,0.172853786,0.106617437,0.050442,-0.295774923,0.026760687,0.072304798,0.203068564,0.059139819,-0.007901855,-0.138968931,-0.012269317,-0.177651162,0.125251428,-0.012269317,0.054170241,0.421539102,0.177317511,-0.047461986,-0.020677026,-0.038571445,0.098556466,-0.530919757,0.05806689,-0.037534662,0.318899698
ACSF2,0.454960472,-0.093936806,0.322431325,0.160691239,0.500489705,-1.992028874,-0.84773099,0.284583045,-0.027436195,-0.300720161,-0.144613969,0.186630516,0.041306216,-0.145494864,-0.293253354,-0.405312536,1.140338045,0.445731968,-0.783213817,0.248958221,-0.43817934,0.458042031,0.095589831,-0.458305061,-0.198788186,-0.00893707,0.111595056,0.307962219,0.461206179,0.464804036,0.768665398,-0.013844203,-0.270865031,1.923801055,0.42707359,1.736886862,1.487122143,0.633098135,0.159296899,0.221872394,0.006605568,0.232529731,0.411340164,0.592840578,0.495843005,0.717528684,0.411268233,-0.034255348,-0.449157311,1.475582212,0.539647385,0.601443002,-0.232140366,1.650405257,0.189721736,0.75117013,0.469297455,-0.592401982,0.509629282,-0.901811041,-0.50551928,-0.479253752,0.105265033,-1.3778823,-1.473895173,0.276540119,0.146221695,0.410002899,-2.017640428,0.055187078,0.650980657,-0.455881437,0.045243865,0.353281615,-1.544176071,-0.290205169,0.543554519,-1.11841616,0.132563644,-0.705432519,0.48243617,-0.40789733,0.690802213,-0.340796488,-0.075148022,-1.359687203,0.403722824,0.729434109,-0.629209815,0.511154465,0.071464456,0.054519356,-1.181927297,0.555911469,0.74967618,-0.47520055,-0.185052901,-1.121924404,0.57882794,0.052111193,-0.261637544,0.306139751,-0.154679275,-0.361376009,-0.221130285,0.684300397,-0.169351688,-1.260235589,0.163065208,-0.008130443,0.185266476,-0.613880021,-0.130269155,-2.005871528,-1.365560693,0.342834365,0.44256594,-0.198163011,-1.853933949,0.380293922,-2.313966849,-0.361574134,1.529140335,-0.245863865,0.459111349,0.565086258,-0.459428305,0.584936958,1.282159826,-2.28836211,-0.166035937,2.519842215,0.906403804,-0.797723193,-0.25242167,0.134976305,2.13388188,-0.414769955,-0.458250052,-0.415715128,0.817835648,-0.443300163,0.114025842,-1.160356134,0.514450637,-0.526817376,-0.646495078,0.096020867,0.142838361,-1.572254655,0.059862408,0.007120426,0.526429185,0.260559119,-0.557448639,0.111317121
ACSF3,-0.001158747,-0.146033035,-0.211591443,-0.065230524,0.16097145,0.054695379,0.088947359,-0.248325391,0.207948681,0.08726789,0.375168061,-0.241743655,-0.04783012,-0.0164866,-0.375841684,-0.059599439,-0.003557428,-0.122121299,-0.166599903,-0.027555748,-0.013131322,0.06075727,-0.130725858,0.117330551,-0.130553057,0.363105282,0.02488771,0.10260387,-0.272936038,-0.083219837,-0.009950098,-0.06276548,0.082809256,0.181343756,-0.061701288,0.352925851,0.095076444,-0.156176237,0.05771317,-0.080393249,0.127296277,-0.103119828,-0.020432907,-0.136057327,-0.130220877,0.110577977,-0.13115552,-0.016021218,-0.019431873,-0.040940286,-0.271417256,-0.226650341,0.089502726,0.371536426,0.001848299,0.145096054,-0.123581906,-0.025249239,-0.127112596,0.140582607,0.168449976,-0.131238051,-0.127570591,0.113058611,0.18658505,-0.124385617,-0.165629259,-0.354252852,-0.258863392,0.055133061,-0.385108884,0.307040707,0.09838664,0.079141904,-0.227593145,0.170086468,-0.031180331,0.209422921,-0.172169687,0.173059812,0.005017394,-0.120517095,-0.083735074,0.005584094,-0.097338538,0.024619289,-0.178833977,0.07601926,-0.217352106,-0.006672902,-0.130894811,0.254013934,-0.124647808,0.029603229,0.188501495,0.287138858,-0.097051454,-0.110241134,-0.26410464,0.032687187,0.353127953,-0.256045879,0.097553055,-0.044952371,0.253749382,0.019398555,-0.088818613,0.076331586,-0.014837338,-0.172543663,0.04210634,-0.038744031,0.07632426,-0.255338896,0.429148148,-0.00912664,0.058483942,-0.295861045,-0.094618659,0.034939511,0.196895957,0.010990641,-0.038097406,0.403267338,0.180662492,0.060563485,-0.046779765,0.085484045,-0.029997017,0.03801586,-0.176414942,0.272428826,-0.228740412,-0.094221267,-0.190262914,-0.0535051,0.383679379,0.212484231,0.114781794,0.014842296,0.051750578,-0.055464171,-0.37951717,-0.062390719,-0.00912664,-0.119243863,-0.027520947,0.104467279,-0.129173989,-0.139853894,0.06324252,0.033324275,-0.157965024,-0.123199808,0.044554987,-0.012590215
ACSL1,-1.589164172,0.433411736,0.319692183,0.759607176,0.156544236,-0.496660395,-0.175346658,0.693467571,-1.06822713,0.719461141,-0.307430844,0.539157584,-0.480291928,0.772016599,-1.285214435,1.309010901,0.013767116,0.268220613,-1.124029756,0.971778013,-0.045777917,1.125977402,0.228931968,0.189316498,0.995630946,-0.113900642,0.125964385,0.991007813,0.777253802,-0.288467948,-0.164723879,-0.183979808,0.466765207,-1.920140433,1.373908564,-0.599837055,-0.271725604,0.670646582,0.345671939,0.18968006,-0.493095162,-0.07548113,-0.989673499,0.307157364,0.139371752,-0.268083179,1.166823734,0.468875313,1.266472466,0.142370766,1.128767845,1.002105055,-1.046660898,-0.573388589,-0.453374294,1.368022562,0.606873265,-0.143001097,0.377290289,-0.835124794,1.113579435,-0.952731329,-0.012049829,-0.929786148,-4.110574768,0.497979726,-0.011806363,0.676816368,-0.478497374,-0.372756832,0.19436033,-0.535296404,0.044578944,0.978252679,0.430959136,-1.060928004,0.165040828,-2.957567491,1.106876964,-0.72574008,0.587433015,-1.544115933,1.277944003,-0.865353962,1.389090023,-1.111454715,0.614071368,0.188387928,0.444418527,1.373480286,0.711400978,-0.683605615,0.101583895,0.101969638,-0.428230458,0.330063382,0.411385113,-1.213074094,-0.080356192,1.036419295,-1.184168505,0.193402875,-1.407256321,0.658286374,-0.325962892,-0.18964693,-0.29134865,-0.537757336,0.86689491,-0.52541949,1.118627715,1.670438607,1.213959458,2.13793089,-1.237591729,0.914765687,0.057115702,0.925474303,0.243770895,0.697269932,0.90042424,-1.047183148,-0.384350616,-0.656188331,0.272321276,0.310838748,-0.633405812,0.716550527,-0.101715823,0.463974099,1.255565475,0.655787479,-3.225413874,-0.111506537,0.83367967,-2.595534024,-0.470230154,-1.451897854,-0.41959707,-0.389465543,1.3685655,0.971482158,0.335589118,-0.337530238,0.349874994,-0.73497672,-3.03439017,-0.719315763,-1.187079641,-1.155606935,-0.94892806,1.253056345,-0.669190795,0.698233542,-0.966925688,0.956894225
ACSL3,-1.151276728,0.338113141,-0.096377766,0.81261323,-0.328520409,0.961602909,-0.137768129,-0.026659115,-0.067387971,-0.478253895,-0.835332007,-0.039055842,-0.767158348,0.013767041,-0.203980457,0.416853169,-0.620890865,-0.126039947,-0.36043193,0.132818806,0.538120418,0.977790837,0.520758486,0.05453582,0.449957377,0.188348268,0.171445226,0.152903411,0.049378674,-0.686134315,0.109668301,0.538982277,0.280606357,0.599073309,0.359260724,0.302110072,0.054341335,0.713709831,-1.066423818,-0.385570715,-1.26535503,0.044126555,-0.642117003,0.510123401,0.326392529,-0.086817081,-0.00449627,0.734195152,0.249309061,0.35593497,0.146458509,0.51428389,0.019041941,-0.259884629,0.480053445,0.709463418,0.029999888,-0.999603158,0.503217003,-0.545730829,0.624287411,1.298378964,0.436827139,-0.118059121,-0.522402481,0.750115209,-0.075996853,0.133802509,-0.93491674,-0.30709892,0.37568726,0.58283379,-0.651245677,0.920650608,0.232108802,-0.269417893,0.403718515,-1.17452218,0.776690925,-2.212272654,0.180076577,-1.317464331,0.463287157,-0.167823949,0.288181146,-1.029410182,-0.182958352,-0.304570877,0.774647259,0.685581497,-0.312810922,-0.154754382,0.066676972,0.581631108,-0.492100462,-0.122312016,-0.1186449,0.105471449,0.649196012,0.09106779,-1.176020634,0.273796445,0.965834503,-0.218499268,-0.071236465,-0.02341,0.085051206,0.442991084,0.460064694,0.712331533,-0.02172359,0.760055394,0.140081553,-0.655448169,0.541271428,-0.114734691,0.334067828,0.111814312,-0.78203737,0.138040903,0.643253836,-0.181795111,-0.15319339,-0.447719938,-0.282538258,0.149242018,-0.112789812,-0.166598322,-0.49414525,0.684484139,0.182570055,1.250712352,-0.591885005,-0.56946583,-0.006121748,-0.382612237,0.086091644,-0.3301734,-0.677394762,-0.688397424,-0.016759461,0.282955941,0.48963153,0.232943489,-0.004112,-0.355788079,-2.552670137,-0.353668995,0.13435551,-0.569017855,-0.62289768,-0.264074843,-0.250569837,-0.131131773,0.360928329,0.453400151
ACSL4,-1.259957639,0.451013778,-0.116235792,0.121657468,1.182868948,-1.937617631,-0.960825026,1.184815179,-0.932243727,1.005282543,0.266775885,0.057942618,-0.275802363,1.071555107,-0.899428133,1.919474269,0.578439432,1.174545703,0.1015644,0.762484015,-1.344543843,0.271542412,1.041005579,-0.018423236,0.661892512,-0.321831097,1.351961282,0.025799732,0.683021395,-0.351465899,-1.066013212,-0.257485588,0.034212358,-0.691455617,0.921953982,-1.270847653,-0.399977718,1.163829182,-0.34137548,0.118406516,0.474838983,0.298855083,0.647368951,0.854679979,0.603270728,-1.330672401,1.538845464,-0.76442802,0.477905269,0.039469427,0.157348106,1.519109702,-0.464634477,-0.489374712,-0.346763285,0.633235294,-1.596674192,0.486061393,0.860443617,-1.367449308,1.623853783,-1.371154487,1.608861761,-0.045652177,-1.736654631,0.030065419,-0.625673615,1.203478599,0.494571145,-0.066762857,0.332784822,-1.336461194,-1.831354537,1.932783114,-0.39936468,0.274007794,1.135190822,-1.521406079,-0.182372183,-0.02206915,0.098726844,-1.227271786,0.617650871,-1.162206838,1.123418781,-1.234855879,0.67103403,-0.203149774,-1.182090157,1.101445761,0.744190457,-0.325065501,-0.199274236,0.346057426,1.189538524,0.061092251,0.578511046,-0.94871047,-0.003022854,-0.686951282,-0.937608629,1.22382414,-0.159071499,-0.83306459,-0.056575996,-0.551088794,-0.493331354,-0.8283815,1.2908487,-0.791678652,0.948176765,1.320023582,-0.209038934,-0.661055112,-0.927605044,1.851774081,-0.983391366,-1.227511275,-1.293751803,0.518483987,-1.504748619,-1.670161217,-0.213533446,-0.478612047,0.043596481,1.091503016,-0.931468549,0.160367878,-0.633671696,-1.068846616,1.511917234,-0.556611756,-2.019736608,0.655578777,1.147187383,-0.406252877,-1.39500384,-0.646095915,0.238732431,-0.106594649,0.853242808,0.243619007,0.614343651,-0.483703898,1.587913493,-0.50743248,-0.982115692,-0.017329897,0.177082788,-0.096997776,0.115168848,1.603760599,0.23053898,0.655242557,-1.379007573,0.072224072
ACSL5,-1.164478666,0.406377654,0.744567682,0.806230851,0.388990574,-0.43009783,1.720682801,0.884741479,-1.911613714,0.981410897,0.263129965,0.452220506,-1.884503093,1.14210355,-2.438237583,1.37402979,0.124889545,0.498068936,-2.49312374,0.912998509,0.169733522,0.712260346,0.569838728,1.318683055,0.845410479,0.150083882,0.800847699,1.225784508,0.935695822,1.083441052,0.425109428,1.680763425,0.296773561,-0.300692849,0.869037335,1.420901671,0.239201682,0.502009239,-0.365009559,0.772053658,0.288053878,0.226386668,1.692063638,0.61308584,0.936113582,0.502200173,0.809831937,1.093023733,0.934861224,0.3734598,0.498592808,1.055682491,0.492487095,2.115528333,-0.93456007,1.169481167,0.158409659,-0.820955312,0.773201563,1.51333446,0.919980455,-2.505194094,0.175535317,-2.07884874,-2.608919605,0.318079398,-0.392649521,0.441632579,-0.719803251,-0.138487875,0.435669778,-1.842917867,-0.210939583,0.826613251,-3.229750226,-0.174252258,0.231442965,-2.533182202,0.641275015,-1.765931896,0.628284478,-1.561813215,1.146556014,0.197938371,0.755671807,-0.69611236,0.69970765,0.504634976,-0.785948036,0.988434422,0.356325466,-1.032704773,-1.2378935,0.313470453,0.288364691,0.081538613,0.537358408,-2.005442155,0.240965617,0.698187754,-0.957263556,0.372157384,-3.130700062,-1.341562991,-1.222287635,1.655797015,-0.989342322,-2.847605265,0.962364487,0.418760675,0.920871267,1.043475854,0.772042542,-1.256168385,1.536046151,1.095262204,0.391187372,1.21584074,-1.520686062,0.718833496,-2.736753229,-1.132271527,-0.832488357,2.706549286,0.617254307,0.423281219,-0.930435883,0.469624199,0.210099584,-3.639124956,1.015343992,-0.392942118,-2.481961373,0.297541551,1.09584267,-2.037964361,0.049244682,1.287711069,-0.905709733,0.115105197,1.22457395,1.666202744,0.482812969,1.354522553,0.359866423,-2.639153125,-4.08948353,-0.093767876,-2.298653029,-1.015449391,-1.573088514,0.243973665,-2.268209137,0.735100871,1.254079578,0.884565368
ACSL6,-0.041906162,-0.078589133,-0.143952432,-0.077316834,0.006743201,-0.077738311,-0.131444942,-0.046181896,-0.172118656,0.024378755,0.296122549,0.015928857,-0.163901825,0.096057724,-0.01706902,-0.020285027,-0.190931851,-0.033571069,0.11560046,-0.044590309,0.007793259,-0.140120846,-0.067428052,-0.089314559,-0.008414551,-0.035401543,-0.118216545,-0.016972303,0.085314418,-0.131387471,-0.065000588,-0.071981911,-0.065736682,-0.05826874,-0.112082398,-0.093355214,0.005675065,-0.086954683,0.124741689,-0.078532816,0.118948489,-0.196979832,-0.131611964,-0.055334058,0.090296255,-0.05813542,-0.189702431,-0.040988629,-0.029043055,-0.047101172,0.021190068,-0.094611498,0.071676612,-0.143001591,-0.061233524,-0.228993781,-0.122067855,-0.036809638,-0.13851031,-0.081515754,0.185842935,0.072020685,0.058791348,0.031396759,0.327973919,-0.178038708,-0.041444472,-0.025735081,-0.11550342,-0.047707796,0.007667854,-0.087994583,-0.022216835,-0.141512615,-0.21253512,-0.00366361,-0.080042948,-0.09603292,-0.157729032,-0.027355411,-0.012850863,0.047502187,-0.129725181,0.323439425,-0.177142589,0.161357114,0.12146554,-0.018186103,0.131395793,-0.067279204,0.011961932,-0.020272312,-0.162409252,-0.008717932,-0.210050774,-0.116067337,-0.045189602,-0.066763947,-0.010424814,-0.001215582,-0.044072455,-0.013216077,-0.182805898,-0.115846824,-0.284453017,-0.087508506,-0.153042627,-0.114403478,-0.14427856,-0.079435068,-0.112489675,-0.077568508,-0.00666165,2.095709406,-0.144926792,-0.128122619,0.119970332,0.026846677,-0.107390793,-0.112144593,1.398217391,-0.09502859,-0.128073022,-0.07083115,-0.0968663,0.215382548,-0.177322161,0.005786051,0.094156432,0.928946363,-0.055096035,-0.062559363,-0.008256381,-0.159132956,-0.132802182,-0.147663251,-0.101551312,0.019343904,-0.09238791,0.027503964,-0.02978957,-0.015403011,-0.077568508,0.046532413,0.042488469,-0.125246892,0.008131143,-0.072697249,0.018790449,0.168214519,-0.149847347,0.164705089,-0.082227655,-0.023233662,-0.008806196,0.02524221
ACSM1,-0.041468376,0.012673558,0.364706552,-0.064282281,0.08693948,-0.091411651,-0.048248601,-0.052300476,0.172321399,0.077616203,0.140720682,-0.075372004,0.037428896,-0.07806668,-0.165602929,-0.035491906,0.020795063,-0.069394195,-0.066993893,-0.061413896,0.172585025,0.087883321,-0.008161427,0.159965509,-0.013841007,-0.02355853,-0.227984672,-0.179842331,-0.395136485,-0.014789468,0.011944308,-0.123481957,0.029092964,0.08212747,-0.150356523,-0.038817569,-0.074744738,0.325128307,-0.018598563,-0.000822535,0.352682556,-0.087103766,-0.045601234,-0.148998085,-0.214552098,0.322398163,-0.045945466,-0.170165106,0.373701244,-0.12382893,-0.039176467,0.061329982,0.4716803,0.135119663,-0.202027662,0.037269911,-0.020665759,-0.091758403,-0.062423575,-0.033175415,-0.088054376,-0.159143333,-0.131919408,0.106131722,0.215543586,0.041045055,-0.180556575,-0.193822081,0.242891824,0.245532675,-0.022749327,0.221830141,0.284688787,0.008282,-0.200707565,0.035369129,-0.257243303,0.544433196,-0.173388012,0.190692423,-0.062814423,-0.166800366,-0.12369654,-0.16151865,-0.131542073,-0.07223817,-0.036834048,-0.037608365,-0.26701834,0.006445617,-0.023324877,0.178971018,-0.043665063,0.004750256,0.48386054,0.113582972,0.214913898,-0.047632066,-0.234739209,-0.088209978,0.310980938,-0.151236363,0.193651901,0.168500096,-0.139869656,0.003155353,0.048765954,-0.190594679,-0.163025419,-0.22584393,-0.028375966,-0.056207258,0.038989121,0.01639799,-0.047433233,0.121672434,0.029973874,0.04011419,0.266493659,0.206178089,0.059956081,0.39225675,0.103651524,0.013094633,0.095362176,-0.125488934,-0.161386103,-0.205943258,-0.077140394,-0.056997546,0.166327034,0.153229333,-0.126733509,-0.066003413,-0.01217489,-0.043188412,-0.083457743,-0.088530164,0.052457249,-0.090916343,0.017579812,-0.049565466,0.194839372,-0.235462926,-0.124909789,0.08572504,0.016755107,-0.068057583,-0.048844571,-0.041060641,0.043532004,-0.032823977,0.026570543,-0.118808964,-0.066146741,-0.053519261
ACSM2A,0.232319907,0.118709965,0.138077033,-0.0996283,0.074245379,-0.026396351,-0.055405442,-0.118820032,0.182344716,0.165091223,0.02525403,-0.099726302,-0.193466093,0.168579088,-0.020993354,-0.011341598,-0.012796788,-0.129085087,-0.013348399,-0.048686057,0.138228337,-0.078482942,-0.150631574,-0.054608724,-0.122061264,-0.090429988,0.026108464,-0.168286644,-0.052814188,0.03887956,-0.038416553,-0.180079758,0.044936695,0.133366609,-0.046350583,0.037411812,-0.097758563,0.146044195,-0.094457633,0.000949925,0.156656746,0.196512414,-0.102994838,-0.012541163,-0.110699104,0.086863321,-0.158950036,-0.109438885,0.117304301,0.074444765,-0.056647932,0.05747911,0.108721947,-0.11112355,0.047253452,-0.015830052,-0.144721898,-0.119199226,-0.086033745,0.129985199,0.066512545,0.257394733,0.01227225,0.45601473,0.122197476,-0.112659688,-0.068610097,0.037312852,0.111158656,0.188248025,-0.043823536,-0.046652751,0.000478803,-0.11640368,-0.111902853,-0.130722182,-0.001184303,0.237150641,-0.274080187,0.139162336,0.018809362,-0.249049264,0.013599121,-0.100438474,-0.101493711,-0.113359618,-0.02519571,0.0340822,0.048217283,-0.124016019,-0.034373743,0.12949582,-0.208373586,0.11364087,0.066965342,0.281539925,0.023609691,-0.082114483,0.052878604,0.058369924,-0.042444544,0.170333619,0.08039654,0.049271591,-0.116284812,-0.072774995,-0.007608853,-0.051665798,-0.12529239,-0.189337578,-0.102929714,-0.124110372,-0.005234418,-0.000324741,0.116257888,-0.056608449,-0.05307767,0.104261783,0.056960155,-0.045678517,0.001172726,0.013905946,0.117752364,-0.031829051,-0.026889509,0.161267666,0.040084699,-0.164611965,0.03904717,-0.056681557,0.192019901,-0.144810122,0.028344981,0.034222492,-0.057625221,0.036159517,-0.065094048,0.151012949,-0.166509288,-0.055149803,-0.029853581,-0.037984607,0.10467434,-0.046412014,0.034046113,-0.065005661,-0.037259735,0.084995406,0.135415161,-0.035789725,0.072198279,0.228899509,-0.057606798,-0.018228179,-0.060939612,-0.107362563
